BIN Number,Complaint Number,Complaint  Category,Complaint  Category Description,Priority Code,Borough Digit,Borough Name,P_HOUSE_NUMBER,P_STREET_NAME,P_ZIP,P_NUMBER_OF_STORIES,DOF Building Classification,P_FIN_BLDG_CLASS,P_FIN_STORIES,COMPLAINT_DATE,D_MONTH,D_YEAR,INSPECTION_DATE,Inspector ID,Disposition Code,Complaint Disposition Description,cnxarraycolumn,Inspector Comments,C_NOTIFICATION_TEXT,ECB Violation Number
1003523,1451344,1L,GAS UTILITY REFERRAL,D,1,Manhattan,13,DIVISION STREET,10002,5,WALK-UP APTS:OVER 6 FAMILIES(W STORES),C7,5,5/23/2017,7,2017,7/17/2017 0:00,2758,C2,INSPECTOR UNABLE TO GAIN ACCESS - 2ND ATTEMPT,1,NO ANSWER TO MULTIPLE KNOCKS ON THE FRONT DOOR OR DOOR BELL; LEFT ANOTHER NOTICE TO CALL FOR AN INSPECTION; FINAL ATTEMPT,,
1003527,1437597,1L,GAS UTILITY REFERRAL,D,1,Manhattan,5,DIVISION STREET,10002,4,STORES WITH APARTMENTS ABOVE,K4,4,11/17/2016,1,2017,1/25/2017 0:00,2374,E6,COMPLAINT ASSIGNED TO SPECIAL OPERATIONS UNIT,0,REFER TO SPECIAL OPS,,35226522R
1003527,1437597,1L,GAS UTILITY REFERRAL,D,1,Manhattan,5,DIVISION STREET,10002,4,STORES WITH APARTMENTS ABOVE,K4,4,11/17/2016,1,2017,1/25/2017 0:00,2374,E6,COMPLAINT ASSIGNED TO SPECIAL OPERATIONS UNIT,0,REFER TO SPECIAL OPS,,35226523Z
1003527,1437597,1L,GAS UTILITY REFERRAL,D,1,Manhattan,5,DIVISION STREET,10002,4,STORES WITH APARTMENTS ABOVE,K4,4,11/17/2016,2,2017,2/4/2017 0:00,2294,A8,ECB VIOLATION SERVED,1,REMOVED GAS HOUSE PIPING TO HEAT LINE FOR BOILER IN BASEMENT                     W/OUT PERMIT OR TESTED,,35226522R
1003527,1437597,1L,GAS UTILITY REFERRAL,D,1,Manhattan,5,DIVISION STREET,10002,4,STORES WITH APARTMENTS ABOVE,K4,4,11/17/2016,2,2017,2/4/2017 0:00,2294,A8,ECB VIOLATION SERVED,1,REMOVED GAS HOUSE PIPING TO HEAT LINE FOR BOILER IN BASEMENT                     W/OUT PERMIT OR TESTED,,35226523Z
1003568,1468262,1L,GAS UTILITY REFERRAL,D,1,Manhattan,153,EAST BROADWAY,10002,2,STORE BUILDING: TWO STORY OR STORE/OFFICE,K2,2,12/19/2017,1,2018,1/26/2018 0:00,2664,C1,INSPECTOR UNABLE TO GAIN ACCESS - 1ST ATTEMPT,0,RANG DOORBELLS AND KNOCKED ON DOOR NO ANSWER. POSTED NOTICE TO CALL FOR          INSPECTION,,
1003568,1468262,1L,GAS UTILITY REFERRAL,D,1,Manhattan,153,EAST BROADWAY,10002,2,STORE BUILDING: TWO STORY OR STORE/OFFICE,K2,2,12/19/2017,2,2018,2/13/2018 0:00,2720,C2,INSPECTOR UNABLE TO GAIN ACCESS - 2ND ATTEMPT,1,"RANG BELLS, NO ANSWER. FINAL ATTEMPT.",,
1003568,1468262,1L,GAS UTILITY REFERRAL,D,1,Manhattan,153,EAST BROADWAY,10002,2,STORE BUILDING: TWO STORY OR STORE/OFFICE,K2,2,12/19/2017,2,2018,2/15/2018 0:00,2554,I2,NO VIOLATION WARRANTED FOR COMPLAINT AT TIME OF INSPECTION,2,SERVICE PIPE WAS BEING WORKED ON WHICH IS NOT DOB JURISDICTION AND ALL OTHER PLU MBING WORK IS COVERED UNDER JOB # 121191959.,,
1003594,1459570,1L,GAS UTILITY REFERRAL,D,1,Manhattan,152,EAST BROADWAY,10002,4,SINGLE/MULT RES W/STORES/OFFICES,S9,4,9/5/2017,9,2017,9/9/2017 0:00,2554,C1,INSPECTOR UNABLE TO GAIN ACCESS - 1ST ATTEMPT,0,"NO ANSWER TO MULTIPLE KNOCKS ON FRONT DOOR, NO DOORBELLS, POSTED NOTICE, 1ST     ATTEMPT",,
1003594,1459570,1L,GAS UTILITY REFERRAL,D,1,Manhattan,152,EAST BROADWAY,10002,4,SINGLE/MULT RES W/STORES/OFFICES,S9,4,9/5/2017,9,2017,9/15/2017 0:00,2554,C2,INSPECTOR UNABLE TO GAIN ACCESS - 2ND ATTEMPT,1,"NO ANSWER TO MULTIPLE KNOCKS ON FRONT DOOR, NO DOORBELLS, 2ND ATTEMPT",,
1003975,1444943,1L,GAS UTILITY REFERRAL,D,1,Manhattan,117,HESTER STREET,10002,7,RESIDENCE-MULTI USE:PRIMARY 5/6 FAM W STORE/OFFICE,S5,7,3/6/2017,3,2017,3/20/2017 0:00,2758,C1,INSPECTOR UNABLE TO GAIN ACCESS - 1ST ATTEMPT,0,OWNER HAS ACCESS AND OWNER WAS NOT AVAILABLE; LEFT NOTICE TO CALL FOR AN         INSPECTION; FIRST ATTEMPT,,
1003975,1444943,1L,GAS UTILITY REFERRAL,D,1,Manhattan,117,HESTER STREET,10002,7,RESIDENCE-MULTI USE:PRIMARY 5/6 FAM W STORE/OFFICE,S5,7,3/6/2017,3,2017,3/25/2017 0:00,2695,C2,INSPECTOR UNABLE TO GAIN ACCESS - 2ND ATTEMPT,1,"ACCESS INTO COMMERCIAL SPACE, NO ACCESS IN CELLAR. LEFT NOTICE TO CALL FOR       INSPECTION.",,
1004082,1442818,1L,GAS UTILITY REFERRAL,D,1,Manhattan,67,PITT STREET,10002,5,WALK-UP APTS:OLD LAW TENEMENTS,C4,5,2/6/2017,2,2017,2/9/2017 0:00,2758,C1,INSPECTOR UNABLE TO GAIN ACCESS - 1ST ATTEMPT,0,BUZZED INTO THE LOBBY; NO ACCESS TO GAS METERS IN CELLAR; SPOKE TO MANAGEMENT CO MPANY AND GAVE OFFICE # TO SET UP APPOINTMENT; FIRST ATTEMPT,,
1004082,1442818,1L,GAS UTILITY REFERRAL,D,1,Manhattan,67,PITT STREET,10002,5,WALK-UP APTS:OLD LAW TENEMENTS,C4,5,2/6/2017,3,2017,3/2/2017 0:00,2758,C2,INSPECTOR UNABLE TO GAIN ACCESS - 2ND ATTEMPT,1,NO ANSWER TO DOOR BELLS OR MULTIPLE KNOCKS ON THE FRONT DOOR; FINAL ATTEMPT,,
1004146,1460807,1L,GAS UTILITY REFERRAL,D,1,Manhattan,141,RIDGE STREET,10002,6,WALK-UP APTS:OVER 6 FAMILIES(W STORES),C7,6,9/18/2017,10,2017,10/20/2017 0:00,2744,A8,ECB VIOLATION SERVED,0,"I OBSERVED IN CELLAR AREA OF METER ROOM 2 NEWLY INSTALLED METER BARS WITH NEW GA S PIPING FOR APT= A &amp; B ON FIRST FLOOR, ALL GAS WORK WAS DONE WITHOUT A PERMIT.. .",,35268101Y
1004238,1451236,1L,GAS UTILITY REFERRAL,D,1,Manhattan,176,SUFFOLK STREET,10002,5,WALK-UP APTS:OLD LAW TENEMENTS,C4,5,5/22/2017,5,2017,5/26/2017 0:00,2720,C1,INSPECTOR UNABLE TO GAIN ACCESS - 1ST ATTEMPT,0,"FRONT DOOR LOCKED, NO ACCESS TO BELLS. NOTICE LEFT, 1ST ATTEMPT.",,35250794K
1004238,1451236,1L,GAS UTILITY REFERRAL,D,1,Manhattan,176,SUFFOLK STREET,10002,5,WALK-UP APTS:OLD LAW TENEMENTS,C4,5,5/22/2017,6,2017,6/7/2017 0:00,2438,A8,ECB VIOLATION SERVED,1,GAS PIPING AND VALVE INSIDE APT. 3B IS EXISTING. HOWEVER BASIN SINK IS CONNECTED  WITH THE USE OF A PRO VENT MUST BE CONNECTED TO HOUSE VENTING SYSTEM.,,35250794K
1004365,1437481,1L,GAS UTILITY REFERRAL,D,1,Manhattan,324,EAST 3 STREET,10009,3,STORES WITH APARTMENTS ABOVE,K4,3,11/16/2016,12,2016,12/8/2016 0:00,2720,I2,NO VIOLATION WARRANTED FOR COMPLAINT AT TIME OF INSPECTION,0,NO NEW WORK HAS BEEN PERFORMED AT TIME OF INSPECTION.,,
1004652,1430393,1L,GAS UTILITY REFERRAL,D,1,Manhattan,620,EAST    6 STREET,10009,6,WALK-UP APTS:OVER 6 FAMILIES(W STORES),C7,6,8/10/2016,8,2016,8/11/2016 0:00,2699,C1,INSPECTOR UNABLE TO GAIN ACCESS - 1ST ATTEMPT,0,KNOCKED ON DOOR AND RANG BELLS NO ACCESS,,
1004652,1430393,1L,GAS UTILITY REFERRAL,D,1,Manhattan,620,EAST    6 STREET,10009,6,WALK-UP APTS:OVER 6 FAMILIES(W STORES),C7,6,8/10/2016,8,2016,8/15/2016 0:00,2554,C2,INSPECTOR UNABLE TO GAIN ACCESS - 2ND ATTEMPT,1,RANGED DOORBELL AND KNOCKED ON DOOR - NO ANSWER,,
1004679,1453282,1L,GAS UTILITY REFERRAL,D,1,Manhattan,206,EAST 7 STREET,10009,6,WALK-UP APTS:CO-OP(OTHER THAN CONDOS),C6,6,6/19/2017,6,2017,6/28/2017 0:00,2758,I2,NO VIOLATION WARRANTED FOR COMPLAINT AT TIME OF INSPECTION,0,NO VIOLATING CONDITIONS AT THE TIME OF INSPECTION; GAS WAS LOCKED IN APRIL FOR I LLEGAL PIPING; AS OF MAY THERE IS A PERMIT FOR GAS WORK IN APTS 5 AND 6; WORK IS  BEING PERFORMED UNDER JOB# 140639441; GAS IS STILL CURRENTLY OFF AT THIS TIME B ECAUSE WORK IS STILL CURRENTLY GOING ON; NO FURTHER ACTION IS NECESSARY,,
1004683,1461972,1L,GAS UTILITY REFERRAL,D,1,Manhattan,220,EAST 7 STREET,10009,5,"MISCELLANEOUS ASYLUM, HOME",N9,5,10/2/2017,12,2017,12/4/2017 0:00,2875,I2,NO VIOLATION WARRANTED FOR COMPLAINT AT TIME OF INSPECTION,0,"NO VIOLATING CONDITION OBSERVED AT TIME OF INSPECTION , NEW GAS WORK AND BOILER  RELOCATION IN BEING DONE UNDER APPLICATION #121190683, GAS SERVICE STILL OFF AND  LOCKED.",,
1004773,1453012,1L,GAS UTILITY REFERRAL,D,1,Manhattan,157,AVENUE C,10009,4,RESIDENCE-MULTI USE:PRIMARY 3 FAMILY W STORE/OFFICE,S3,4,6/15/2017,6,2017,6/26/2017 0:00,2875,C1,INSPECTOR UNABLE TO GAIN ACCESS - 1ST ATTEMPT,0,"RING BELLS KNOCK ON DOOR NO ANSWER, LEFT NOTICE FOR INSPECTION",,
1004773,1453012,1L,GAS UTILITY REFERRAL,D,1,Manhattan,157,AVENUE C,10009,4,RESIDENCE-MULTI USE:PRIMARY 3 FAMILY W STORE/OFFICE,S3,4,6/15/2017,7,2017,7/18/2017 0:00,2664,C2,INSPECTOR UNABLE TO GAIN ACCESS - 2ND ATTEMPT,1,SUPER NOT ON SITE. NO ACCESS TO BASEMENT,,
1004912,1446765,1L,GAS UTILITY REFERRAL,D,1,Manhattan,193,AVENUE C,10009,5,RESIDENCE-MULTI USE:PRIMARY 4 FAMILY W STORE/OFFICE,S4,5,3/29/2017,3,2017,3/30/2017 0:00,2554,C1,INSPECTOR UNABLE TO GAIN ACCESS - 1ST ATTEMPT,0,"NO ANSWER TO DOORBELLS AND KNOCKS ON DOOR, POSTED NOTICE, 1ST ATTEMPT",,
1004912,1446765,1L,GAS UTILITY REFERRAL,D,1,Manhattan,193,AVENUE C,10009,5,RESIDENCE-MULTI USE:PRIMARY 4 FAMILY W STORE/OFFICE,S4,5,3/29/2017,4,2017,4/15/2017 0:00,2554,C2,INSPECTOR UNABLE TO GAIN ACCESS - 2ND ATTEMPT,1,"NO ANSWER TO DOORBELLS AND KNOCKS ON DOOR, 2ND ATTEMPT",,
1005232,1451550,1L,GAS UTILITY REFERRAL,D,1,Manhattan,505,EAST 12 STREET,10009,4,RESIDENCE-MULTI USE:PRIMARY 3 FAMILY W STORE/OFFICE,S3,4,5/25/2017,6,2017,6/24/2017 0:00,2758,I2,NO VIOLATION WARRANTED FOR COMPLAINT AT TIME OF INSPECTION,0,NO VIOLATING CONDITIONS AT THE TIME OF INSPECTION; NEW GAS PIPING AND FITTINGS A RE BEING INSTALLED UNDER JOB# 122802921; NO FURTHER ACTION IS NECESSARY,,
1005239,1449989,1L,GAS UTILITY REFERRAL,D,1,Manhattan,520,EAST 14 STREET,10009,6,WALK-UP APTS:OVER 6 FAMILIES(W STORES),C7,6,5/8/2017,5,2017,5/8/2017 0:00,2554,I2,NO VIOLATION WARRANTED FOR COMPLAINT AT TIME OF INSPECTION,0,"ALL WORK COVERED UNDER PERMIT #121832632, GAS METER IS CLOSED AND LOCKED TO APT  #35  NO ILLEGAL GAS PIPING OBSERVED AT TIME OF INSPECTION",,
1005242,1448663,1L,GAS UTILITY REFERRAL,D,1,Manhattan,534,EAST 14 STREET,10009,5,WALK-UP APTS:OVER 6 FAMILIES(W STORES),C7,5,4/21/2017,5,2017,5/2/2017 0:00,2554,C1,INSPECTOR UNABLE TO GAIN ACCESS - 1ST ATTEMPT,0,"ACCESS TO BUILDING, NO ACCESS TO GAS METER ROOM, POSTED NOTICE, 1ST ATTEMPT",,
1005242,1448663,1L,GAS UTILITY REFERRAL,D,1,Manhattan,534,EAST 14 STREET,10009,5,WALK-UP APTS:OVER 6 FAMILIES(W STORES),C7,5,4/21/2017,5,2017,5/8/2017 0:00,2554,C2,INSPECTOR UNABLE TO GAIN ACCESS - 2ND ATTEMPT,1,"NO ANSWER TO DOORBELLS AND KNOCKS ON DOOR, 2ND ATTEMPT",,
1005242,1453448,1L,GAS UTILITY REFERRAL,D,1,Manhattan,534,EAST 14 STREET,10009,5,WALK-UP APTS:OVER 6 FAMILIES(W STORES),C7,5,6/20/2017,7,2017,7/18/2017 0:00,2664,I2,NO VIOLATION WARRANTED FOR COMPLAINT AT TIME OF INSPECTION,0,WORK ON GAS PIPING BEING DONE UNDER JOB # 122931239,,
1005246,1446005,1L,GAS UTILITY REFERRAL,D,1,Manhattan,542,EAST 14 STREET,10009,6,WALK-UP APTS:OVER 6 FAMILIES(W STORES),C7,6,3/20/2017,3,2017,3/25/2017 0:00,2695,I2,NO VIOLATION WARRANTED FOR COMPLAINT AT TIME OF INSPECTION,0,"UTILITY COMPANY TURNED GAS OFF TO BUILDING, EWN #13190 WAS PULLED AND TESTING    HAS BEEN PERFORMED.",,
1005262,1434621,1L,GAS UTILITY REFERRAL,D,1,Manhattan,513,EAST 13 STREET,10009,6,WALK-UP APTS:OVER 6 FAMILIES(W STORES),C7,6,10/7/2016,10,2016,10/12/2016 0:00,2721,H1,PLEASE SEE COMPLAINT NUMBER,0,SEE COMPLAINT #1432588,,
1005298,1437605,1L,GAS UTILITY REFERRAL,D,1,Manhattan,90,ORCHARD STREET,10002,6,WALK-UP APTS:OVER 6 FAMILIES(W STORES),C7,6,11/17/2016,1,2017,1/9/2017 0:00,2554,I2,NO VIOLATION WARRANTED FOR COMPLAINT AT TIME OF INSPECTION,0,ALL WORK COVERED UNDER PERMIT #140590368  OBSERVED NO ILLEGAL GAS PIPE AT TIME   OF INSPECTION,,
1005369,1445073,1L,GAS UTILITY REFERRAL,D,1,Manhattan,138,LUDLOW STREET,10002,6,WALK-UP APTS:OVER 6 FAMILIES(W STORES),C7,6,3/7/2017,3,2017,3/20/2017 0:00,2758,I2,NO VIOLATION WARRANTED FOR COMPLAINT AT TIME OF INSPECTION,0,NO VIOLATING CONDITIONS AT THE TIME OF INSPECTION; GAS WAS TURNED OFF IN APT 15  DUE TO A LEAK; NO NEW GAS PIPING OR FITTINGS; NO FURTHER ACTION NECESSARY,,
1005464,1450600,1L,GAS UTILITY REFERRAL,D,1,Manhattan,91,ALLEN STREET,10002,5,WALK-UP APTS:OVER 6 FAMILIES(W STORES),C7,5,5/15/2017,5,2017,5/26/2017 0:00,2720,C1,INSPECTOR UNABLE TO GAIN ACCESS - 1ST ATTEMPT,0,"FRONT DOOR LOCKED, NO ACCESS TO BELLS. NOTICE LEFT, 1ST ATTEMPT.",,
1005464,1450600,1L,GAS UTILITY REFERRAL,D,1,Manhattan,91,ALLEN STREET,10002,5,WALK-UP APTS:OVER 6 FAMILIES(W STORES),C7,5,5/15/2017,6,2017,6/19/2017 0:00,2875,C2,INSPECTOR UNABLE TO GAIN ACCESS - 2ND ATTEMPT,1,"KNOCKED ON FRONT DOOR, NO ANSWER . LEFT NOTICE TO CALL FOR AN INSPECTION 2ND     ATTEMPT.",,
1005574,1432804,1L,GAS UTILITY REFERRAL,D,1,Manhattan,105,ELDRIDGE STREET,10002,4,WALK-UP APTS:OVER 6 FAMILIES(W STORES),C7,4,9/13/2016,9,2016,9/15/2016 0:00,2758,I2,NO VIOLATION WARRANTED FOR COMPLAINT AT TIME OF INSPECTION,0,NO VIOLATING CONDITIONS AT THE TIME OF INSPECTION; METER IS STILL LOCKED AND     THERE IS NO NEW GAS PIPING OR FIXTURES,,
1005689,1431386,1L,GAS UTILITY REFERRAL,D,1,Manhattan,177,CHRYSTIE STREET,10002,6,WALK-UP APTS:OVER 6 FAMILIES(W STORES),C7,6,8/23/2016,8,2016,8/24/2016 0:00,2695,C1,INSPECTOR UNABLE TO GAIN ACCESS - 1ST ATTEMPT,0,"RANG DOOR BELL, GAINED ACCESS NO ACCESS TO APARTMENT #5A AND CELLAR.",,
1005689,1431386,1L,GAS UTILITY REFERRAL,D,1,Manhattan,177,CHRYSTIE STREET,10002,6,WALK-UP APTS:OVER 6 FAMILIES(W STORES),C7,6,8/23/2016,8,2016,8/31/2016 0:00,2758,I2,NO VIOLATION WARRANTED FOR COMPLAINT AT TIME OF INSPECTION,1,CURRENT LAA # 140540920 FILED FOR AND APPROVED ON 8/26/16 FOR APT 5A.  WORK STIL L BEING DONE AND GAS IS STILL LOCKED OFF.  NO UNAUTHORIZED GAS SUPPLY,,
1005720,1444752,1L,GAS UTILITY REFERRAL,D,1,Manhattan,191,CHRYSTIE STREET,10002,6,WALK-UP APTS:OVER 6 FAMILIES(W STORES),C7,6,3/3/2017,3,2017,3/6/2017 0:00,2679,A8,ECB VIOLATION SERVED,0,VIOLATION SERVED FOR WORK WITHOUT PERMIT ON GAS LINE ON 6TH FLOOR APARTMENT . GA S METER VALVE LOCKED BY UTILITY COMPANY BEFORE INSPECTION,,35204424X
1005884,1466780,1L,GAS UTILITY REFERRAL,D,1,Manhattan,115,ST MARKS PLACE,10009,6,WALK-UP APTS:OVER 6 FAMILIES(W STORES),C7,6,12/1/2017,1,2018,1/9/2018 0:00,2695,I2,NO VIOLATION WARRANTED FOR COMPLAINT AT TIME OF INSPECTION,1,"GAS IS OFF AND METER LOCKED FOR APARTMENT #20, NO GAS WORK WAS PERFORMED IN      APARTMENT #20, NO ACCESS TO CELLAR",,
1005884,1466780,1L,GAS UTILITY REFERRAL,D,1,Manhattan,115,ST MARKS PLACE,10009,6,WALK-UP APTS:OVER 6 FAMILIES(W STORES),C7,6,12/1/2017,12,2017,12/15/2017 0:00,2679,C1,INSPECTOR UNABLE TO GAIN ACCESS - 1ST ATTEMPT,0,RANG BELL TO APARTMENT 20-N O ANSWER. NOTICE TO CALL INSPECTION POSTED,,
1005887,1438388,1L,GAS UTILITY REFERRAL,D,1,Manhattan,109,ST MARKS PLACE,10009,6,WALK-UP APTS:OVER 6 FAMILIES(W STORES),C7,6,11/30/2016,12,2016,12/1/2016 0:00,2695,I2,NO VIOLATION WARRANTED FOR COMPLAINT AT TIME OF INSPECTION,0,NO VIOLATING CONDITIONS AS PERMIT # 122583864. GAS IS STILL SHUT OFF.,,
1005970,1452456,1L,GAS UTILITY REFERRAL,D,1,Manhattan,192,1 AVENUE,10009,5,WALK-UP APTS:OVER 6 FAMILIES(W STORES),C7,5,6/7/2017,6,2017,6/28/2017 0:00,2758,I2,NO VIOLATION WARRANTED FOR COMPLAINT AT TIME OF INSPECTION,0,NO VIOLATING CONDITIONS AT THE TIME OF INSPECTION; THERE IS AN OPEN AND ACTIVE P ERMIT FOR THIS LOCATION; JOB# 123018527; ALL GAS WORK IS COVERED UNDER THIS JOB;  UTILITY SHUT AND LOCKED THE MAIN HEAD OF SERVICE; NO FURTHER ACTION IS NECESSAR Y,,
1006174,1438969,1L,GAS UTILITY REFERRAL,D,1,Manhattan,124,EAST 4 STREET,10003,6,WALK-UP APTS:OVER 6 FAMILIES(W STORES),C7,6,12/8/2016,12,2016,12/20/2016 0:00,2664,I2,NO VIOLATION WARRANTED FOR COMPLAINT AT TIME OF INSPECTION,0,GAS LINES BEING REPAIRED UNDER APPLICATION #140545603,,
1006184,1464986,1L,GAS UTILITY REFERRAL,D,1,Manhattan,91,EAST 3 STREET,10003,7,ELEVATOR APTS:MISC,D9,7,11/9/2017,1,2018,1/17/2018 0:00,2875,C1,INSPECTOR UNABLE TO GAIN ACCESS - 1ST ATTEMPT,0,"RANG BELLS KNOCKED ON DOOR NO ANSWER , POSTED NOTICE TO CALL FOR INSPECTION ,    1ST ATTEMPT.",,
1006184,1464986,1L,GAS UTILITY REFERRAL,D,1,Manhattan,91,EAST 3 STREET,10003,7,ELEVATOR APTS:MISC,D9,7,11/9/2017,1,2018,1/29/2018 0:00,2554,C2,INSPECTOR UNABLE TO GAIN ACCESS - 2ND ATTEMPT,1,"NO ANSWER TO DOORBELLS AND KNOCKS ON FRONT DOOR, UNABLE TO LOCATE SUPER, 2ND     ATTEMPT",,
1006223,1449539,1L,GAS UTILITY REFERRAL,D,1,Manhattan,92,2 AVENUE,10003,6,WALK-UP APTS:OVER 6 FAMILIES(W STORES),C7,6,5/2/2017,5,2017,5/30/2017 0:00,2720,I2,NO VIOLATION WARRANTED FOR COMPLAINT AT TIME OF INSPECTION,0,WORK IS BEING PERFORMED UNDER LAA # 122-585-201.,,
1006239,1455427,1L,GAS UTILITY REFERRAL,D,1,Manhattan,334,EAST 6 STREET,10003,5,WALK-UP APTS:OVER 6 FAMILIES(W STORES),C7,5,7/17/2017,7,2017,7/18/2017 0:00,2664,C1,INSPECTOR UNABLE TO GAIN ACCESS - 1ST ATTEMPT,0,"RANG DOOR BELLS, KNOCKED ON DOOR NO ANSWER",,
1006239,1455427,1L,GAS UTILITY REFERRAL,D,1,Manhattan,334,EAST 6 STREET,10003,5,WALK-UP APTS:OVER 6 FAMILIES(W STORES),C7,5,7/17/2017,8,2017,8/29/2017 0:00,2664,I2,NO VIOLATION WARRANTED FOR COMPLAINT AT TIME OF INSPECTION,1,COOKING APPLIANCES REMOVED. NO WORK DONE ON GAS ROUGH. GAS SHUT AND LOCKED BY    UTILITY COMPANY PRIOR TO INSPECTION,,
1006239,1457578,1L,GAS UTILITY REFERRAL,D,1,Manhattan,334,EAST 6 STREET,10003,5,WALK-UP APTS:OVER 6 FAMILIES(W STORES),C7,5,8/11/2017,8,2017,8/14/2017 0:00,2554,I2,NO VIOLATION WARRANTED FOR COMPLAINT AT TIME OF INSPECTION,0,NO NEW OR ALTERED PLUMBING OBSERVED AT TIME OF INSPECTION IN APT #5,,
1006316,1456025,1L,GAS UTILITY REFERRAL,D,1,Manhattan,42 1/2,ST MARKS PLACE,10003,0,RESIDENCE-MULTI USE:PRIMARY 2 FAMILY W STORE/OFFICE,S2,0,7/24/2017,7,2017,7/24/2017 0:00,2664,I2,NO VIOLATION WARRANTED FOR COMPLAINT AT TIME OF INSPECTION,0,GAS PIPING ON HOUSE SIDE OF METER DONE UNDER PERMIT #122659408,,
1006324,1455461,1L,GAS UTILITY REFERRAL,D,1,Manhattan,58,ST MARKS PLACE,10003,6,WALK-UP APTS:OVER 6 FAMILIES(W STORES),C7,6,7/17/2017,7,2017,7/18/2017 0:00,2664,C1,INSPECTOR UNABLE TO GAIN ACCESS - 1ST ATTEMPT,0,RANG DOOR BELLS NO ANSWER. COMMERCIAL STORE NOT OPEN,,
1006324,1455461,1L,GAS UTILITY REFERRAL,D,1,Manhattan,58,ST MARKS PLACE,10003,6,WALK-UP APTS:OVER 6 FAMILIES(W STORES),C7,6,7/17/2017,8,2017,8/29/2017 0:00,2664,C2,INSPECTOR UNABLE TO GAIN ACCESS - 2ND ATTEMPT,1,RANG DOOR BELLS. NO ANSWER,,
1006415,1431593,1L,GAS UTILITY REFERRAL,D,1,Manhattan,228,EAST 10 STREET,10003,5,WALK-UP APTS:OVER 6 FAMILIES(W STORES),C7,5,8/25/2016,8,2016,8/31/2016 0:00,2758,I2,NO VIOLATION WARRANTED FOR COMPLAINT AT TIME OF INSPECTION,0,NO VIOLATING CONDITIONS AT THE TIME OF INSPECTION.  GAS IS STILL LOCKED FOR APT.  1 AND NO WORK IS BEING DONE AND THERE IS NO NEW GAS PIPING.  NO UNAUTHORIZED US E/SUPPLY OF GAS,,
1006435,1439747,1L,GAS UTILITY REFERRAL,D,1,Manhattan,170,2 AVENUE,10003,5,ELEVATOR APTS:CO-OP(OTHER THAN CONDOS),D4,5,12/20/2016,1,2017,1/25/2017 0:00,2374,E6,COMPLAINT ASSIGNED TO SPECIAL OPERATIONS UNIT,0,REFER TO SPECIAL OPS,,35226271L
1006435,1439747,1L,GAS UTILITY REFERRAL,D,1,Manhattan,170,2 AVENUE,10003,5,ELEVATOR APTS:CO-OP(OTHER THAN CONDOS),D4,5,12/20/2016,1,2017,1/25/2017 0:00,2374,E6,COMPLAINT ASSIGNED TO SPECIAL OPERATIONS UNIT,0,REFER TO SPECIAL OPS,,35226502J
1006435,1439747,1L,GAS UTILITY REFERRAL,D,1,Manhattan,170,2 AVENUE,10003,5,ELEVATOR APTS:CO-OP(OTHER THAN CONDOS),D4,5,12/20/2016,1,2017,1/28/2017 0:00,2294,A8,ECB VIOLATION SERVED,1,WORK DOES NOT CONFORM TO CONST DOCS/AMENDMENTS (LAA) #122281                     303,,35226271L
1006435,1439747,1L,GAS UTILITY REFERRAL,D,1,Manhattan,170,2 AVENUE,10003,5,ELEVATOR APTS:CO-OP(OTHER THAN CONDOS),D4,5,12/20/2016,1,2017,1/28/2017 0:00,2294,A8,ECB VIOLATION SERVED,1,WORK DOES NOT CONFORM TO CONST DOCS/AMENDMENTS (LAA) #122281                     303,,35226502J
1006436,1450140,1L,GAS UTILITY REFERRAL,D,1,Manhattan,304,EAST 11 STREET,10003,5,WALK-UP APTS:OLD LAW TENEMENTS,C4,5,5/9/2017,6,2017,6/3/2017 0:00,2720,C1,INSPECTOR UNABLE TO GAIN ACCESS - 1ST ATTEMPT,0,"NO ACCESS TO BASEMENT. NOTICE LEFT, 1ST ATTEMPT.",,
1006436,1450140,1L,GAS UTILITY REFERRAL,D,1,Manhattan,304,EAST 11 STREET,10003,5,WALK-UP APTS:OLD LAW TENEMENTS,C4,5,5/9/2017,6,2017,6/19/2017 0:00,2695,C2,INSPECTOR UNABLE TO GAIN ACCESS - 2ND ATTEMPT,1,"RANG SEVERAL DOOR BELLS, KNOCKED ON DOOR, NO ANSWER. LEFT NOTICE TO CALL FOR     INSPECTION",,
1006501,1429760,1L,GAS UTILITY REFERRAL,D,1,Manhattan,339,EAST 12 STREET,10003,6,WALK-UP APTS:OVER 6 FAMILIES(W/O STORES),C1,6,8/2/2016,8,2016,8/2/2016 0:00,2554,I2,NO VIOLATION WARRANTED FOR COMPLAINT AT TIME OF INSPECTION,0,"NOT DOB JURISDICTION , SERVICE SIDE FROM UTILITY COMPANY",,
1006541,1459568,1L,GAS UTILITY REFERRAL,D,1,Manhattan,29,2 AVENUE,10003,4,STORES WITH APARTMENTS ABOVE,K4,4,9/5/2017,9,2017,9/9/2017 0:00,2554,C1,INSPECTOR UNABLE TO GAIN ACCESS - 1ST ATTEMPT,0,"NO ANSWER TO DOORBELLS AND KNOCKS ON FRONT DOOR, POSTED NOTICE, 1ST ATTEMPT",,
